2023-02-04 19:16:23,369:WARNING:Failed login: username=1234
2023-02-04 19:16:31,084:WARNING:Failed login: username=
2023-02-04 19:16:37,720:WARNING:Successful login: username=123
2023-02-04 19:27:53,687:WARNING:Successful login: username=123
2023-04-03 11:24:46,688:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-03 11:31:47,824:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-03 11:32:17,886:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-03 11:41:00,212:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-03 17:33:20,290:WARNING:A client without a server is not a good combination
2023-04-03 17:33:22,418:WARNING:A client without a server is not a good combination
2023-04-03 17:36:17,315:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-03 17:36:30,655:WARNING:Successful login: username=max, IP=127.0.0.1
2023-04-03 17:40:07,518:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-03 17:40:19,866:WARNING:Successful login: username=max, IP=127.0.0.1
2023-04-03 17:43:33,470:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-03 17:57:22,010:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-04 10:25:33,715:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-05 09:07:47,893:WARNING:A client without a server is not a good combination
2023-04-05 13:27:54,570:WARNING:A client without a server is not a good combination
2023-04-05 13:27:56,845:WARNING:A client without a server is not a good combination
2023-04-05 13:28:07,322:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-05 13:52:27,279:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-05 14:03:52,187:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-05 14:06:30,526:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-05 14:21:53,665:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-05 14:23:46,744:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-05 23:03:32,208:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-05 23:12:42,138:WARNING:A client without a server is not a good combination
2023-04-05 23:17:23,951:WARNING:A client without a server is not a good combination
2023-04-05 23:20:16,937:WARNING:A client without a server is not a good combination
2023-04-05 23:21:39,627:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-05 23:23:12,861:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-05 23:31:06,340:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-05 23:32:49,198:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-05 23:33:05,720:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-05 23:33:47,135:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-05 23:34:37,701:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-05 23:34:56,738:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-05 23:35:32,573:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-06 18:12:43,366:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-06 18:21:46,494:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-06 21:48:33,495:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-09 19:04:45,063:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-10 21:47:02,961:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-10 21:48:08,690:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-14 17:29:57,155:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-14 17:48:25,474:WARNING:A client without a server is not a good combination
2023-04-14 17:52:14,615:WARNING:A client without a server is not a good combination
2023-04-14 18:03:39,974:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-14 18:06:25,118:WARNING:A client without a server is not a good combination
2023-04-14 18:06:50,301:WARNING:A client without a server is not a good combination
2023-04-15 12:29:49,779:WARNING:A client without a server is not a good combination
2023-04-15 12:32:29,955:WARNING:A client without a server is not a good combination
2023-04-15 12:33:21,206:WARNING:A client without a server is not a good combination
2023-04-15 12:34:06,139:WARNING:A client without a server is not a good combination
2023-04-15 12:37:22,357:WARNING:A client without a server is not a good combination
2023-04-15 12:38:00,493:WARNING:A client without a server is not a good combination
2023-04-15 12:38:55,113:WARNING:A client without a server is not a good combination
2023-04-15 12:39:38,470:WARNING:A client without a server is not a good combination
2023-04-15 12:59:17,251:WARNING:A client without a server is not a good combination
2023-04-15 13:07:53,719:WARNING:A client without a server is not a good combination
2023-04-15 14:38:51,583:WARNING:A client without a server is not a good combination
2023-04-15 14:41:07,638:WARNING:A client without a server is not a good combination
2023-04-15 14:48:01,665:WARNING:A client without a server is not a good combination
2023-04-15 14:48:54,265:WARNING:A client without a server is not a good combination
2023-04-15 14:49:22,649:WARNING:A client without a server is not a good combination
2023-04-15 14:50:19,303:WARNING:A client without a server is not a good combination
2023-04-15 14:50:39,858:WARNING:A client without a server is not a good combination
2023-04-15 14:50:54,679:WARNING:A client without a server is not a good combination
2023-04-15 14:51:30,106:WARNING:A client without a server is not a good combination
2023-04-15 14:52:01,389:WARNING:A client without a server is not a good combination
2023-04-15 14:52:35,262:WARNING:A client without a server is not a good combination
2023-04-15 14:53:23,637:WARNING:A client without a server is not a good combination
2023-04-15 14:54:05,847:WARNING:A client without a server is not a good combination
2023-04-15 14:54:19,612:WARNING:A client without a server is not a good combination
2023-04-15 14:54:47,465:WARNING:A client without a server is not a good combination
2023-04-15 14:55:09,630:WARNING:A client without a server is not a good combination
2023-04-15 14:56:13,259:WARNING:A client without a server is not a good combination
2023-04-15 14:57:20,462:WARNING:A client without a server is not a good combination
2023-04-15 14:58:25,550:WARNING:A client without a server is not a good combination
2023-04-15 15:00:02,909:WARNING:A client without a server is not a good combination
2023-04-15 15:01:05,738:WARNING:A client without a server is not a good combination
2023-04-15 15:01:39,050:WARNING:A client without a server is not a good combination
2023-04-15 15:02:03,445:WARNING:A client without a server is not a good combination
2023-04-15 15:08:28,134:WARNING:A client without a server is not a good combination
2023-04-15 15:08:52,550:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 15:10:26,991:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 15:11:50,689:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 15:14:29,167:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 15:15:36,439:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 15:15:58,736:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 15:18:05,835:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 15:20:10,720:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 16:56:16,568:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 17:01:11,208:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 17:02:46,207:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 17:10:37,706:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 17:13:28,753:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 17:14:42,446:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 17:15:09,118:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 17:16:10,498:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 17:21:28,392:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 17:25:15,735:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 17:26:57,790:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 17:28:04,181:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 17:28:37,492:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 17:29:37,270:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 17:30:04,613:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 17:32:43,362:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 17:33:55,785:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 17:37:03,061:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 17:37:31,220:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 17:38:28,921:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 17:40:47,823:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 17:41:50,239:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 17:42:38,482:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 17:43:49,166:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 17:44:24,220:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 17:45:12,892:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 17:47:47,275:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 17:48:36,394:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 17:50:01,459:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 17:51:00,428:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 17:51:55,097:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 19:56:20,198:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-15 20:02:49,988:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-16 17:49:08,229:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-16 17:56:34,938:WARNING:Successful login: username=123, IP=127.0.0.1
2023-04-16 18:13:19,938:WARNING:A client without a server is not a good combination
2023-04-16 18:14:09,939:WARNING:A client without a server is not a good combination
2023-04-16 18:14:48,383:WARNING:A client without a server is not a good combination
2023-04-16 18:15:02,883:WARNING:A client without a server is not a good combination
2023-04-16 18:15:14,625:WARNING:A client without a server is not a good combination
2023-04-16 18:16:26,793:WARNING:A client without a server is not a good combination
2023-04-16 18:17:25,779:WARNING:A client without a server is not a good combination
2023-04-16 18:18:24,409:WARNING:A client without a server is not a good combination
2023-04-16 18:18:55,228:WARNING:A client without a server is not a good combination
2023-04-16 18:19:11,072:WARNING:A client without a server is not a good combination
2023-04-16 18:19:41,706:WARNING:A client without a server is not a good combination
2023-04-16 18:19:53,832:WARNING:A client without a server is not a good combination
2023-04-16 18:20:04,771:WARNING:A client without a server is not a good combination
2023-04-16 18:20:18,129:WARNING:A client without a server is not a good combination
2023-04-16 18:23:30,835:WARNING:A client without a server is not a good combination
2023-04-16 18:24:00,719:WARNING:A client without a server is not a good combination
2023-04-16 18:24:26,861:WARNING:A client without a server is not a good combination
2023-04-16 18:25:53,238:WARNING:A client without a server is not a good combination
2023-04-16 18:26:14,137:WARNING:A client without a server is not a good combination
2023-04-16 18:26:53,160:WARNING:A client without a server is not a good combination
2023-04-16 18:27:46,073:WARNING:A client without a server is not a good combination
2023-04-16 18:28:09,542:WARNING:A client without a server is not a good combination
2023-04-16 18:28:46,707:WARNING:A client without a server is not a good combination
2023-04-16 18:29:04,832:WARNING:A client without a server is not a good combination
2023-04-16 18:30:17,377:WARNING:A client without a server is not a good combination
2023-04-16 18:31:34,166:WARNING:A client without a server is not a good combination
2023-04-16 18:32:09,446:WARNING:A client without a server is not a good combination
2023-04-16 18:33:54,749:WARNING:A client without a server is not a good combination
2023-04-16 18:35:00,043:WARNING:A client without a server is not a good combination
2023-04-16 18:36:48,601:WARNING:A client without a server is not a good combination
2023-04-16 18:38:02,238:WARNING:A client without a server is not a good combination
2023-04-16 18:38:17,737:WARNING:A client without a server is not a good combination
2023-04-16 18:38:36,515:WARNING:A client without a server is not a good combination
2023-04-16 19:39:22,617:WARNING:A client without a server is not a good combination
2023-04-16 19:39:48,945:WARNING:A client without a server is not a good combination
2023-04-16 19:40:11,007:WARNING:A client without a server is not a good combination
2023-04-16 19:44:20,693:WARNING:A client without a server is not a good combination
2023-04-16 19:45:55,369:WARNING:A client without a server is not a good combination
2023-04-16 19:46:38,929:WARNING:A client without a server is not a good combination
2023-04-16 19:47:57,521:WARNING:A client without a server is not a good combination
2023-04-16 19:48:12,150:WARNING:A client without a server is not a good combination
2023-04-16 19:48:36,914:WARNING:A client without a server is not a good combination
2023-04-16 19:48:59,329:WARNING:A client without a server is not a good combination
2023-04-16 19:49:22,571:WARNING:A client without a server is not a good combination
2023-04-16 19:50:23,642:WARNING:A client without a server is not a good combination
2023-04-16 19:50:48,066:WARNING:A client without a server is not a good combination
2023-04-16 19:51:04,253:WARNING:A client without a server is not a good combination
2023-04-16 19:51:22,522:WARNING:A client without a server is not a good combination
2023-04-16 19:52:05,455:WARNING:A client without a server is not a good combination
2023-04-16 19:52:31,723:WARNING:A client without a server is not a good combination
2023-04-16 19:53:34,220:WARNING:A client without a server is not a good combination
2023-04-16 19:54:10,272:WARNING:A client without a server is not a good combination
2023-04-16 19:55:36,596:WARNING:A client without a server is not a good combination
2023-04-16 19:58:36,712:WARNING:A client without a server is not a good combination
2023-04-18 18:00:10,496:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-18 18:22:26,504:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-18 19:37:43,830:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-24 10:04:23,032:WARNING:Failed login: username=123, IP=10.100.102.18
2023-04-24 10:04:39,651:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-24 10:07:40,413:WARNING:Failed login: username=123, IP=10.100.102.18
2023-04-24 10:08:11,520:WARNING:A client without a server is not a good combination
2023-04-24 10:08:13,717:WARNING:A client without a server is not a good combination
2023-04-24 10:08:27,024:WARNING:Failed login: username=123, IP=10.100.102.18
2023-04-24 10:08:42,575:WARNING:Failed login: username=123, IP=10.100.102.18
2023-04-24 10:10:25,464:WARNING:Failed login: username=123, IP=10.100.102.18
2023-04-24 10:10:26,818:WARNING:Failed login: username=123, IP=10.100.102.18
2023-04-24 10:10:28,387:WARNING:Failed login: username=123, IP=10.100.102.18
2023-04-24 10:10:30,428:WARNING:Failed login: username=123, IP=10.100.102.18
2023-04-24 10:10:32,356:WARNING:Failed login: username=123, IP=10.100.102.18
2023-04-24 10:10:38,298:WARNING:Blocked IP=10.100.102.18 for excessive login attempts
2023-04-24 10:10:41,271:WARNING:Blocked IP=10.100.102.18 for excessive login attempts
2023-04-24 10:10:50,856:WARNING:Blocked IP=10.100.102.18 for excessive login attempts
2023-04-24 10:16:24,486:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-24 10:48:41,133:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-24 10:52:24,645:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-24 10:52:55,117:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-24 10:53:33,846:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-24 10:54:19,382:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-24 10:55:56,866:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-24 10:57:12,099:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-24 11:00:27,406:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-26 20:39:49,710:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-27 17:05:23,484:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-27 17:07:05,628:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-27 17:12:27,046:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-27 17:13:10,087:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-27 17:13:57,512:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-27 17:16:33,506:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-27 17:20:43,214:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-27 17:21:18,238:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-27 17:21:32,861:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-27 17:22:03,831:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-27 17:22:34,226:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-27 17:23:47,756:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-27 17:24:37,790:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-27 17:26:24,406:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-27 17:27:31,717:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-27 17:28:05,504:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-27 17:28:40,084:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-27 17:58:37,189:WARNING:A client without a server is not a good combination
2023-04-27 18:01:43,344:WARNING:A client without a server is not a good combination
2023-04-27 18:09:56,291:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-27 18:41:03,624:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-27 18:43:35,156:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-27 18:45:12,380:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-27 18:54:44,612:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-27 18:55:25,566:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-27 18:58:29,744:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-27 19:00:06,488:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-27 19:03:06,135:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-27 19:10:11,856:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-27 21:21:49,418:WARNING:A client without a server is not a good combination
2023-04-27 21:22:17,299:WARNING:A client without a server is not a good combination
2023-04-27 21:22:31,767:WARNING:A client without a server is not a good combination
2023-04-27 21:23:50,064:WARNING:A client without a server is not a good combination
2023-04-27 21:25:11,237:WARNING:A client without a server is not a good combination
2023-04-27 21:29:18,766:WARNING:A client without a server is not a good combination
2023-04-27 21:31:24,872:WARNING:A client without a server is not a good combination
2023-04-27 21:32:06,409:WARNING:A client without a server is not a good combination
2023-04-28 16:59:48,569:WARNING:A client without a server is not a good combination
2023-04-28 17:12:48,367:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-28 17:19:25,323:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-28 21:23:08,913:WARNING:A client without a server is not a good combination
2023-04-28 21:23:28,225:WARNING:A client without a server is not a good combination
2023-04-28 21:24:22,526:WARNING:A client without a server is not a good combination
2023-04-28 21:24:57,189:WARNING:A client without a server is not a good combination
2023-04-28 21:25:09,256:WARNING:A client without a server is not a good combination
2023-04-28 21:25:22,689:WARNING:A client without a server is not a good combination
2023-04-28 21:25:33,516:WARNING:A client without a server is not a good combination
2023-04-28 21:31:07,434:WARNING:A client without a server is not a good combination
2023-04-28 21:37:10,689:WARNING:A client without a server is not a good combination
2023-04-28 21:38:40,102:WARNING:A client without a server is not a good combination
2023-04-28 21:39:09,114:WARNING:A client without a server is not a good combination
2023-04-28 21:39:22,819:WARNING:A client without a server is not a good combination
2023-04-28 21:40:15,660:WARNING:A client without a server is not a good combination
2023-04-28 21:42:17,440:WARNING:A client without a server is not a good combination
2023-04-28 21:43:10,783:WARNING:A client without a server is not a good combination
2023-04-28 21:43:31,785:WARNING:A client without a server is not a good combination
2023-04-28 21:43:47,076:WARNING:A client without a server is not a good combination
2023-04-28 21:44:05,638:WARNING:A client without a server is not a good combination
2023-04-28 21:44:20,483:WARNING:A client without a server is not a good combination
2023-04-28 21:44:40,264:WARNING:A client without a server is not a good combination
2023-04-28 21:45:05,807:WARNING:A client without a server is not a good combination
2023-04-28 21:46:17,670:WARNING:A client without a server is not a good combination
2023-04-28 21:46:54,329:WARNING:A client without a server is not a good combination
2023-04-28 21:47:26,627:WARNING:A client without a server is not a good combination
2023-04-28 21:47:46,210:WARNING:A client without a server is not a good combination
2023-04-28 21:50:13,689:WARNING:A client without a server is not a good combination
2023-04-28 21:50:37,763:WARNING:A client without a server is not a good combination
2023-04-28 21:50:54,645:WARNING:A client without a server is not a good combination
2023-04-28 21:51:24,503:WARNING:A client without a server is not a good combination
2023-04-28 21:52:56,816:WARNING:A client without a server is not a good combination
2023-04-28 21:56:47,722:WARNING:A client without a server is not a good combination
2023-04-28 21:57:37,264:WARNING:A client without a server is not a good combination
2023-04-28 21:58:08,087:WARNING:A client without a server is not a good combination
2023-04-28 22:00:13,812:WARNING:A client without a server is not a good combination
2023-04-28 22:02:29,724:WARNING:A client without a server is not a good combination
2023-04-28 22:03:30,785:WARNING:A client without a server is not a good combination
2023-04-28 22:05:04,302:WARNING:A client without a server is not a good combination
2023-04-28 22:07:00,535:WARNING:A client without a server is not a good combination
2023-04-28 22:08:01,439:WARNING:A client without a server is not a good combination
2023-04-28 22:09:48,874:WARNING:A client without a server is not a good combination
2023-04-28 22:12:29,880:WARNING:A client without a server is not a good combination
2023-04-28 22:13:17,248:WARNING:A client without a server is not a good combination
2023-04-28 22:14:04,393:WARNING:A client without a server is not a good combination
2023-04-28 22:14:52,899:WARNING:A client without a server is not a good combination
2023-04-28 22:15:31,548:WARNING:A client without a server is not a good combination
2023-04-28 22:21:06,993:WARNING:A client without a server is not a good combination
2023-04-28 22:21:52,149:WARNING:A client without a server is not a good combination
2023-04-28 22:22:21,009:WARNING:A client without a server is not a good combination
2023-04-28 22:23:10,577:WARNING:A client without a server is not a good combination
2023-04-28 22:24:08,660:WARNING:A client without a server is not a good combination
2023-04-28 22:25:17,922:WARNING:A client without a server is not a good combination
2023-04-28 22:25:51,526:WARNING:A client without a server is not a good combination
2023-04-28 22:26:21,592:WARNING:A client without a server is not a good combination
2023-04-28 22:26:53,604:WARNING:A client without a server is not a good combination
2023-04-28 22:27:50,822:WARNING:A client without a server is not a good combination
2023-04-28 22:28:31,205:WARNING:A client without a server is not a good combination
2023-04-28 22:29:30,460:WARNING:A client without a server is not a good combination
2023-04-28 22:35:03,466:WARNING:A client without a server is not a good combination
2023-04-28 22:36:36,558:WARNING:A client without a server is not a good combination
2023-04-28 22:41:18,939:WARNING:A client without a server is not a good combination
2023-04-28 22:43:05,262:WARNING:A client without a server is not a good combination
2023-04-28 22:45:34,896:WARNING:A client without a server is not a good combination
2023-04-28 22:49:11,536:WARNING:A client without a server is not a good combination
2023-04-28 22:57:16,546:WARNING:A client without a server is not a good combination
2023-04-28 22:57:43,229:WARNING:A client without a server is not a good combination
2023-04-28 22:58:17,255:WARNING:A client without a server is not a good combination
2023-04-28 22:58:35,835:WARNING:A client without a server is not a good combination
2023-04-28 22:59:01,243:WARNING:A client without a server is not a good combination
2023-04-28 22:59:32,907:WARNING:A client without a server is not a good combination
2023-04-28 22:59:58,298:WARNING:A client without a server is not a good combination
2023-04-28 23:11:28,031:WARNING:A client without a server is not a good combination
2023-04-28 23:12:11,527:WARNING:A client without a server is not a good combination
2023-04-28 23:15:45,235:WARNING:A client without a server is not a good combination
2023-04-28 23:18:49,190:WARNING:A client without a server is not a good combination
2023-04-28 23:19:48,483:WARNING:A client without a server is not a good combination
2023-04-28 23:21:53,220:WARNING:A client without a server is not a good combination
2023-04-28 23:22:45,818:WARNING:A client without a server is not a good combination
2023-04-28 23:23:14,833:WARNING:A client without a server is not a good combination
2023-04-28 23:24:02,918:WARNING:A client without a server is not a good combination
2023-04-28 23:27:54,236:WARNING:A client without a server is not a good combination
2023-04-28 23:29:53,112:WARNING:A client without a server is not a good combination
2023-04-28 23:33:24,764:WARNING:A client without a server is not a good combination
2023-04-28 23:35:16,489:WARNING:A client without a server is not a good combination
2023-04-28 23:35:34,438:WARNING:A client without a server is not a good combination
2023-04-28 23:35:52,290:WARNING:A client without a server is not a good combination
2023-04-28 23:36:14,703:WARNING:A client without a server is not a good combination
2023-04-28 23:36:29,503:WARNING:A client without a server is not a good combination
2023-04-28 23:36:44,114:WARNING:A client without a server is not a good combination
2023-04-28 23:37:01,794:WARNING:A client without a server is not a good combination
2023-04-28 23:37:19,387:WARNING:A client without a server is not a good combination
2023-04-28 23:37:41,477:WARNING:A client without a server is not a good combination
2023-04-28 23:37:52,702:WARNING:A client without a server is not a good combination
2023-04-28 23:38:09,483:WARNING:A client without a server is not a good combination
2023-04-28 23:38:27,215:WARNING:A client without a server is not a good combination
2023-04-28 23:38:40,147:WARNING:A client without a server is not a good combination
2023-04-28 23:39:14,031:WARNING:A client without a server is not a good combination
2023-04-28 23:39:44,613:WARNING:A client without a server is not a good combination
2023-04-28 23:40:01,949:WARNING:A client without a server is not a good combination
2023-04-28 23:40:20,679:WARNING:A client without a server is not a good combination
2023-04-28 23:41:00,713:WARNING:A client without a server is not a good combination
2023-04-28 23:45:46,893:WARNING:A client without a server is not a good combination
2023-04-28 23:53:37,955:WARNING:A client without a server is not a good combination
2023-04-28 23:57:28,600:WARNING:A client without a server is not a good combination
2023-04-28 23:58:54,794:WARNING:A client without a server is not a good combination
2023-04-29 00:00:23,140:WARNING:A client without a server is not a good combination
2023-04-29 00:07:43,486:WARNING:Successful login: username=665, IP=10.100.102.18
2023-04-29 00:08:03,671:WARNING:Successful login: username=665, IP=10.100.102.18
2023-04-29 00:08:09,774:WARNING:Successful login: username=2, IP=10.100.102.18
2023-04-29 00:08:14,215:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-29 00:08:50,992:WARNING:Failed login: username=665, IP=10.100.102.18
2023-04-29 00:08:55,208:WARNING:Successful login: username=665, IP=10.100.102.18
2023-04-29 00:13:08,536:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-29 00:13:12,806:WARNING:Successful login: username=2, IP=10.100.102.18
2023-04-29 00:13:19,699:WARNING:Successful login: username=665, IP=10.100.102.18
2023-04-29 00:13:26,036:WARNING:Successful login: username=665, IP=10.100.102.18
2023-04-29 00:13:31,122:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-29 00:25:22,518:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-29 00:26:01,146:WARNING:Successful login: username=665, IP=10.100.102.18
2023-04-29 00:30:43,549:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-29 00:30:52,239:WARNING:Successful login: username=665, IP=10.100.102.18
2023-04-29 00:33:20,804:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-29 00:35:21,920:WARNING:Successful login: username=max1234, IP=10.100.102.18
2023-04-29 00:40:17,094:WARNING:Successful login: username=tron, IP=10.100.102.18
2023-04-29 00:42:34,483:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-29 00:42:41,104:WARNING:Failed login: username=Tron, IP=10.100.102.18
2023-04-29 00:42:43,766:WARNING:Successful login: username=tron, IP=10.100.102.18
2023-04-29 00:42:51,572:WARNING:Successful login: username=665, IP=10.100.102.18
2023-04-29 00:43:10,406:WARNING:Successful login: username=max1234, IP=10.100.102.18
2023-04-29 00:44:19,630:WARNING:A client without a server is not a good combination
2023-04-29 00:44:35,332:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-29 00:44:45,186:WARNING:Successful login: username=665, IP=10.100.102.18
2023-04-29 00:45:00,190:WARNING:Successful login: username=tron, IP=10.100.102.18
2023-04-29 00:46:06,986:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-29 00:46:21,379:WARNING:Failed login: username=tron, IP=10.100.102.18
2023-04-29 00:46:27,635:WARNING:Successful login: username=tron, IP=10.100.102.18
2023-04-29 00:46:37,781:WARNING:Successful login: username=665, IP=10.100.102.18
2023-04-29 00:48:54,664:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-29 00:49:02,980:WARNING:Successful login: username=tron, IP=10.100.102.18
2023-04-29 00:49:07,904:WARNING:Successful login: username=665, IP=10.100.102.18
2023-04-29 00:52:29,873:WARNING:A client without a server is not a good combination
2023-04-29 00:52:31,905:WARNING:A client without a server is not a good combination
2023-04-29 00:52:42,161:WARNING:Successful login: username=123, IP=10.100.102.18
2023-04-29 00:52:48,037:WARNING:Successful login: username=665, IP=10.100.102.18
2023-04-29 00:53:07,120:WARNING:Successful login: username=tron, IP=10.100.102.18
